timestamp,open,high,low,close,volume
2020-09-23,1.17041,1.1719,1.1648,1.16588,0.0
2020-09-24,1.16585,1.1687,1.1625,1.1668,0.0
2020-09-25,1.16692,1.16851,1.1611,1.163,0.0
2020-09-28,1.16265,1.168,1.1613,1.16618,0.0
2020-09-29,1.1663,1.17455,1.166,1.1739,0.0
2020-09-30,1.17388,1.1755,1.1683,1.17223,0.0
2020-10-01,1.17234,1.17696,1.1715,1.17432,0.0
2020-10-02,1.17444,1.1748,1.1694,1.1716,0.0
2020-10-05,1.17116,1.17975,1.17077,1.17806,0.0
2020-10-06,1.17809,1.18077,1.1729,1.1732,0.0
2020-10-07,1.17335,1.1782,1.1723,1.17628,0.0
2020-10-08,1.17625,1.17818,1.1731,1.17574,0.0
2020-10-09,1.1758,1.1831,1.17557,1.1826,0.0
2020-10-12,1.18137,1.18268,1.1785,1.1814,0.0
2020-10-13,1.18127,1.18154,1.1728,1.1744,0.0
2020-10-14,1.17428,1.1771,1.17184,1.1747,0.0
2020-10-15,1.17472,1.17578,1.1687,1.1709,0.0
2020-10-16,1.17083,1.17462,1.1692,1.17158,0.0
2020-10-19,1.17177,1.17938,1.1701,1.17666,0.0
2020-10-20,1.1767,1.18408,1.1758,1.18221,0.0
2020-10-21,1.18226,1.18807,1.18206,1.18579,0.0
2020-10-22,1.18578,1.18669,1.181,1.18196,0.0
2020-10-23,1.18197,1.1865,1.1785,1.1859,0.0
2020-10-26,1.18554,1.18597,1.1801,1.1809,0.0
2020-10-27,1.18093,1.18388,1.1781,1.17871,0.0
2020-10-28,1.17867,1.1788,1.1716,1.1746,0.0
2020-10-29,1.17452,1.17588,1.1648,1.16741,0.0
2020-10-30,1.16737,1.17043,1.1638,1.16459,0.0
2020-11-02,1.16474,1.1656,1.1621,1.16402,0.0
2020-11-03,1.16404,1.17398,1.16318,1.17133,0.0
2020-11-04,1.17115,1.1771,1.1602,1.16721,0.0
2020-11-05,1.17241,1.18598,1.1709,1.18267,0.0
2020-11-06,1.18268,1.1891,1.1794,1.18716,0.0
2020-11-09,1.18881,1.192,1.1794,1.18126,0.0
2020-11-10,1.18125,1.18433,1.1778,1.18136,0.0
2020-11-11,1.18119,1.18327,1.1809,1.18236,0.0
2020-11-12,1.17763,1.18232,1.1757,1.18039,0.0
2020-11-13,1.18041,1.18375,1.1797,1.1835,0.0
2020-11-16,1.18394,1.1869,1.1812,1.18498,0.0
2020-11-17,1.18498,1.1894,1.1842,1.18612,0.0
2020-11-18,1.18615,1.18911,1.1847,1.18525,0.0
2020-11-19,1.18522,1.18826,1.1814,1.18743,0.0
2020-11-20,1.18726,1.18908,1.1848,1.18544,0.0
2020-11-23,1.18521,1.19061,1.1799,1.18392,0.0
2020-11-24,1.184,1.18963,1.1834,1.18898,0.0
2020-11-25,1.18889,1.19297,1.188,1.19151,0.0
2020-11-26,1.19157,1.19409,1.1884,1.19121,0.0
2020-11-27,1.19123,1.19641,1.19057,1.1962,0.0
2020-11-30,1.19608,1.20033,1.1922,1.19245,0.0
2020-12-01,1.19243,1.20767,1.1923,1.20685,0.0
2020-12-02,1.20686,1.21185,1.2038,1.21132,0.0
2020-12-03,1.21134,1.21746,1.2099,1.2143,0.0
2020-12-04,1.21454,1.21775,1.2109,1.21202,0.0
2020-12-07,1.213,1.21663,1.2077,1.21078,0.0
2020-12-08,1.21067,1.2134,1.2094,1.2101,0.0
2020-12-09,1.21004,1.21475,1.20986,1.2133,0.0
2020-12-10,1.20791,1.2159,1.2073,1.21355,0.0
2020-12-11,1.2136,1.2163,1.2103,1.21121,0.0
2020-12-14,1.21345,1.21768,1.2114,1.21431,0.0
2020-12-15,1.2142,1.21689,1.212,1.21505,0.0
2020-12-16,1.21501,1.22123,1.2124,1.2198,0.0
2020-12-17,1.21968,1.22728,1.2189,1.22659,0.0
2020-12-18,1.2268,1.22718,1.2224,1.2255,0.0
